id,syllogism,validity,plausibility,fol,clif,cgif,clingo,tflplus,minifol2,sef
f2deff13-a6a2-47f0-8835-89a093ad2c5d,Animals and tables have no overlap whatsoever. A portion of tables are birds. Some of the things that are birds are not animals.,True,False,"∀x (AnimalAndTable(x) → NoOverlapWhatsoever(x))
 ∃x (Table(x) ∧ Bird(x))
 ∃x (OfTheThingThat(x) ∧ BirdNotAnimal(x))
","forall x (animalandtable(x) implies nooverlapwhatsoever(x))
 exists x (table(x) and bird(x))
 exists x (ofthethingthat(x) and birdnotanimal(x))
","[@every *x [(animalandtable[(?x)]  nooverlapwhatsoever[(?x)])]
 *x [(table[(?x)]  bird[(?x)])]
 *x [(ofthethingthat[(?x)]  birdnotanimal[(?x)])]
]","forall (animalandtable(x) -: nooverlapwhatsoever(x))
  (table(x) , bird(x))
  (ofthethingthat(x) , birdnotanimal(x))
",-(+A0-+N0)+(+T1++B1)+(+O1++B1),"all:x (animalandtable(x) :- nooverlapwhatsoever(x))
 x (table(x) & bird(x))
 x (ofthethingthat(x) & birdnotanimal(x))
",categorical
bd43b96a-b4cd-4380-af60-6f6052586580,Every single rhino is a mammal. Every single lion is a mammal. It is the case that some lions are not rhinos.,False,True,"∀x (SingleRhino(x) → Mammal(x))
 ∀x (SingleLion(x) → Mammal(x))
 ∀x (It(x) → CaseThatSomeLionNotRhino(x))
","forall x (singlerhino(x) implies mammal(x))
 forall x (singlelion(x) implies mammal(x))
 forall x (it(x) implies casethatsomelionnotrhino(x))
","[@every *x [(singlerhino[(?x)]  mammal[(?x)])]
 @every *x [(singlelion[(?x)]  mammal[(?x)])]
 @every *x [(it[(?x)]  casethatsomelionnotrhino[(?x)])]
]","forall (singlerhino(x) -: mammal(x))
 forall (singlelion(x) -: mammal(x))
 forall (it(x) -: casethatsomelionnotrhino(x))
",-(+S0-+M0)-(+S0-+M0)-(+I0-+C0),"all:x (singlerhino(x) :- mammal(x))
 all:x (singlelion(x) :- mammal(x))
 all:x (it(x) :- casethatsomelionnotrhino(x))
",categorical
eb04a408-b062-4c93-ba18-ffc28e0e8e4d,Not a single liquid is a solid. There are no gases which are also liquids. It follows that some gases are solids.,False,False,"∀x (Liquid(x) → ¬Solid(x))
 ∃x (NoGaseWhich(x) ∧ AlsoLiquid(x))
 ∃x (Gase(x) ∧ Solid(x))
","forall x (liquid(x) implies not solid(x))
 exists x (nogasewhich(x) and alsoliquid(x))
 exists x (gase(x) and solid(x))
","[@every *x [(liquid[(?x)]  ~solid[(?x)])]
 *x [(nogasewhich[(?x)]  alsoliquid[(?x)])]
 *x [(gase[(?x)]  solid[(?x)])]
]","forall (liquid(x) -: notsolid(x))
  (nogasewhich(x) , alsoliquid(x))
  (gase(x) , solid(x))
",-(+L0--+S0)+(+N1++A1)+(+G1++S1),"all:x (liquid(x) :- ~solid(x))
 x (nogasewhich(x) & alsoliquid(x))
 x (gase(x) & solid(x))
",categorical
53,No sounds are vibrations. Some containers are not vibrations. Some containers are sounds.,False,False,"∀x (Sound(x) → ¬Vibration(x))
 ∃x (Container(x) ∧ NotVibration(x))
 ∃x (Container(x) ∧ Sound(x))
","forall x (sound(x) implies not vibration(x))
 exists x (container(x) and notvibration(x))
 exists x (container(x) and sound(x))
","[@every *x [(sound[(?x)]  ~vibration[(?x)])]
 *x [(container[(?x)]  notvibration[(?x)])]
 *x [(container[(?x)]  sound[(?x)])]
]","forall (sound(x) -: notvibration(x))
  (container(x) , notvibration(x))
  (container(x) , sound(x))
",-(+S0--+V0)+(+C1++N1)+(+C1++S1),"all:x (sound(x) :- ~vibration(x))
 x (container(x) & notvibration(x))
 x (container(x) & sound(x))
",categorical
3ecdc552-39d1-4b9b-8255-dda2990d7197,There are no cars which are airplanes. Some of the things that are vehicles are cars. It must be true that some airplanes are not vehicles.,False,False,"∃x (NoCarWhich(x) ∧ Airplane(x))
 ∃x (OfTheThingThat(x) ∧ VehicleCar(x))
 ∀x (ItMustBeTrueThatSomeAirplane(x) → NotVehicle(x))
","exists x (nocarwhich(x) and airplane(x))
 exists x (ofthethingthat(x) and vehiclecar(x))
 forall x (itmustbetruethatsomeairplane(x) implies notvehicle(x))
","[*x [(nocarwhich[(?x)]  airplane[(?x)])]
 *x [(ofthethingthat[(?x)]  vehiclecar[(?x)])]
 @every *x [(itmustbetruethatsomeairplane[(?x)]  notvehicle[(?x)])]
]"," (nocarwhich(x) , airplane(x))
  (ofthethingthat(x) , vehiclecar(x))
 forall (itmustbetruethatsomeairplane(x) -: notvehicle(x))
",+(+N1++A1)+(+O1++V1)-(+I0-+N0),"x (nocarwhich(x) & airplane(x))
 x (ofthethingthat(x) & vehiclecar(x))
 all:x (itmustbetruethatsomeairplane(x) :- notvehicle(x))
",categorical
64499fcd-3761-46d4-8fd9-3c15d4cf5405,There are no tables that are living things. It is not true that any plant is a table. It is the case that some plants are tables.,False,False,"∃x (NoTableThat(x) ∧ LivingThing(x))
 ∀x (It(x) → NotTrueThatAnyPlantATable(x))
 ∀x (It(x) → CaseThatSomePlantTable(x))
","exists x (notablethat(x) and livingthing(x))
 forall x (it(x) implies nottruethatanyplantatable(x))
 forall x (it(x) implies casethatsomeplanttable(x))
","[*x [(notablethat[(?x)]  livingthing[(?x)])]
 @every *x [(it[(?x)]  nottruethatanyplantatable[(?x)])]
 @every *x [(it[(?x)]  casethatsomeplanttable[(?x)])]
]"," (notablethat(x) , livingthing(x))
 forall (it(x) -: nottruethatanyplantatable(x))
 forall (it(x) -: casethatsomeplanttable(x))
",+(+N1++L1)-(+I0-+N0)-(+I0-+C0),"x (notablethat(x) & livingthing(x))
 all:x (it(x) :- nottruethatanyplantatable(x))
 all:x (it(x) :- casethatsomeplanttable(x))
",categorical
f98919ca-cc46-4be8-b485-2a8085bb3303,There are some robots that are teenagers. Every teenager is a human. It follows from this that every single human is a robot.,False,False,"∃x (RobotThat(x) ∧ Teenager(x))
 ∀x (Teenager(x) → Human(x))
 ∀x (FromThiThatEverySingleHuman(x) → Robot(x))
","exists x (robotthat(x) and teenager(x))
 forall x (teenager(x) implies human(x))
 forall x (fromthithateverysinglehuman(x) implies robot(x))
","[*x [(robotthat[(?x)]  teenager[(?x)])]
 @every *x [(teenager[(?x)]  human[(?x)])]
 @every *x [(fromthithateverysinglehuman[(?x)]  robot[(?x)])]
]"," (robotthat(x) , teenager(x))
 forall (teenager(x) -: human(x))
 forall (fromthithateverysinglehuman(x) -: robot(x))
",+(+R1++T1)-(+T0-+H0)-(+F0-+R0),"x (robotthat(x) & teenager(x))
 all:x (teenager(x) :- human(x))
 all:x (fromthithateverysinglehuman(x) :- robot(x))
",categorical
e1f1def4-57f6-41e8-8e37-11c23329583c,There are some buildings that are not skyscrapers. All buildings are considered structures. It is therefore true that some structures are not skyscrapers.,True,True,"∃x (BuildingThat(x) ∧ NotSkyscraper(x))
 ∀x (Building(x) → ConsideredStructure(x))
 ∀x (It(x) → Thing(x))
 ∀x (TrueThatSomeStructure(x) → NotSkyscraper(x))
","exists x (buildingthat(x) and notskyscraper(x))
 forall x (building(x) implies consideredstructure(x))
 forall x (it(x) implies thing(x))
 forall x (truethatsomestructure(x) implies notskyscraper(x))
","[*x [(buildingthat[(?x)]  notskyscraper[(?x)])]
 @every *x [(building[(?x)]  consideredstructure[(?x)])]
 @every *x [(it[(?x)]  thing[(?x)])]
 @every *x [(truethatsomestructure[(?x)]  notskyscraper[(?x)])]
]"," (buildingthat(x) , notskyscraper(x))
 forall (building(x) -: consideredstructure(x))
 forall (it(x) -: thing(x))
 forall (truethatsomestructure(x) -: notskyscraper(x))
",+(+B1++N1)-(+B0-+C0)-(+I0-+T0)-(+T0-+N0),"x (buildingthat(x) & notskyscraper(x))
 all:x (building(x) :- consideredstructure(x))
 all:x (it(x) :- thing(x))
 all:x (truethatsomestructure(x) :- notskyscraper(x))
",categorical
9c6100d8-e495-4a1e-b797-a45b2e68b4d0,"There are some scientists who are engineers. It is a known fact that some scientists are also doctors. From this, it is suggested that some doctors are engineers.",False,True,"∃x (ScientistWho(x) ∧ Engineer(x))
 ∀x (It(x) → KnownFactThatSomeScientistAlsoDoctor(x))
 ∀x (FromThiIt(x) → SuggestedThatSomeDoctorEngineer(x))
","exists x (scientistwho(x) and engineer(x))
 forall x (it(x) implies knownfactthatsomescientistalsodoctor(x))
 forall x (fromthiit(x) implies suggestedthatsomedoctorengineer(x))
","[*x [(scientistwho[(?x)]  engineer[(?x)])]
 @every *x [(it[(?x)]  knownfactthatsomescientistalsodoctor[(?x)])]
 @every *x [(fromthiit[(?x)]  suggestedthatsomedoctorengineer[(?x)])]
]"," (scientistwho(x) , engineer(x))
 forall (it(x) -: knownfactthatsomescientistalsodoctor(x))
 forall (fromthiit(x) -: suggestedthatsomedoctorengineer(x))
",+(+S1++E1)-(+I0-+K0)-(+F0-+S0),"x (scientistwho(x) & engineer(x))
 all:x (it(x) :- knownfactthatsomescientistalsodoctor(x))
 all:x (fromthiit(x) :- suggestedthatsomedoctorengineer(x))
",categorical
febb0646-5f5b-4cee-bc66-a3444c562560,There is no person who is both a musician and a non-artistic person. It is known that some human beings are among the non-artistic people. The consequence is that there exist human beings who are not musicians.,True,True,"∀x (There(x) → NoPersonWhoBothAMusicianAndANonartisticPerson(x))
 ∀x (It(x) → KnownThatSomeHumanBeingAmongTheNonartisticPeople(x))
 ∀x (Consequence(x) → ThatThereExistHumanBeingWhoNotMusician(x))
","forall x (there(x) implies nopersonwhobothamusicianandanonartisticperson(x))
 forall x (it(x) implies knownthatsomehumanbeingamongthenonartisticpeople(x))
 forall x (consequence(x) implies thatthereexisthumanbeingwhonotmusician(x))
","[@every *x [(there[(?x)]  nopersonwhobothamusicianandanonartisticperson[(?x)])]
 @every *x [(it[(?x)]  knownthatsomehumanbeingamongthenonartisticpeople[(?x)])]
 @every *x [(consequence[(?x)]  thatthereexisthumanbeingwhonotmusician[(?x)])]
]","forall (there(x) -: nopersonwhobothamusicianandanonartisticperson(x))
 forall (it(x) -: knownthatsomehumanbeingamongthenonartisticpeople(x))
 forall (consequence(x) -: thatthereexisthumanbeingwhonotmusician(x))
",-(+T0-+N0)-(+I0-+K0)-(+C0-+T0),"all:x (there(x) :- nopersonwhobothamusicianandanonartisticperson(x))
 all:x (it(x) :- knownthatsomehumanbeingamongthenonartisticpeople(x))
 all:x (consequence(x) :- thatthereexisthumanbeingwhonotmusician(x))
",categorical
50d3b41d-0d2b-49ec-8d6e-1c012d831aab,There exist some things which are trees that are not pines. Everything that is a tree is a plant. It logically follows that there are some plants that are not pines.,True,True,"∃x (ThingWhich(x) ∧ TreeThatNotPine(x))
 ∀x (EverythingThat(x) → TreeAPlant(x))
 ∃x (PlantThat(x) ∧ NotPine(x))
","exists x (thingwhich(x) and treethatnotpine(x))
 forall x (everythingthat(x) implies treeaplant(x))
 exists x (plantthat(x) and notpine(x))
","[*x [(thingwhich[(?x)]  treethatnotpine[(?x)])]
 @every *x [(everythingthat[(?x)]  treeaplant[(?x)])]
 *x [(plantthat[(?x)]  notpine[(?x)])]
]"," (thingwhich(x) , treethatnotpine(x))
 forall (everythingthat(x) -: treeaplant(x))
  (plantthat(x) , notpine(x))
",+(+T1++T1)-(+E0-+T0)+(+P1++N1),"x (thingwhich(x) & treethatnotpine(x))
 all:x (everythingthat(x) :- treeaplant(x))
 x (plantthat(x) & notpine(x))
",categorical
90896290-4510-43fe-98a6-4a75e7d31150,"The group of continents and the group of countries are mutually exclusive. Canada is not a continent. Therefore, Canada is a country.",False,True,"∀x (GroupOfContinentAndTheGroupOfCountrie(x) → MutuallyExclusive(x))
 ∀x (Canada(x) → NotAContinent(x))
 ∀x (Canada(x) → Country(x))
","forall x (groupofcontinentandthegroupofcountrie(x) implies mutuallyexclusive(x))
 forall x (canada(x) implies notacontinent(x))
 forall x (canada(x) implies country(x))
","[@every *x [(groupofcontinentandthegroupofcountrie[(?x)]  mutuallyexclusive[(?x)])]
 @every *x [(canada[(?x)]  notacontinent[(?x)])]
 @every *x [(canada[(?x)]  country[(?x)])]
]","forall (groupofcontinentandthegroupofcountrie(x) -: mutuallyexclusive(x))
 forall (canada(x) -: notacontinent(x))
 forall (canada(x) -: country(x))
",-(+G0-+M0)-(+C0-+N0)-(+C0-+C0),"all:x (groupofcontinentandthegroupofcountrie(x) :- mutuallyexclusive(x))
 all:x (canada(x) :- notacontinent(x))
 all:x (canada(x) :- country(x))
",categorical
9b4a33d2-4024-4900-9a9f-13f66f1f6b84,"Every single hammer is a tool. Nothing that is a wrench is a tool. Therefore, it must be the case that every wrench is a hammer.",False,False,"∀x (SingleHammer(x) → Tool(x))
 ∀x (NothingThat(x) → WrenchATool(x))
 ∀x (ItMustBeTheCaseThatEveryWrench(x) → Hammer(x))
","forall x (singlehammer(x) implies tool(x))
 forall x (nothingthat(x) implies wrenchatool(x))
 forall x (itmustbethecasethateverywrench(x) implies hammer(x))
","[@every *x [(singlehammer[(?x)]  tool[(?x)])]
 @every *x [(nothingthat[(?x)]  wrenchatool[(?x)])]
 @every *x [(itmustbethecasethateverywrench[(?x)]  hammer[(?x)])]
]","forall (singlehammer(x) -: tool(x))
 forall (nothingthat(x) -: wrenchatool(x))
 forall (itmustbethecasethateverywrench(x) -: hammer(x))
",-(+S0-+T0)-(+N0-+W0)-(+I0-+H0),"all:x (singlehammer(x) :- tool(x))
 all:x (nothingthat(x) :- wrenchatool(x))
 all:x (itmustbethecasethateverywrench(x) :- hammer(x))
",categorical
42e1d763-31f6-4725-a17f-6fdcb0088fde,"Every item that is a shirt is an article of clothing. Every single t-shirt is a type of shirt. Consequently, every t-shirt is clothing.",True,True,"∀x (ItemThat(x) → ShirtAnArticleOfClothing(x))
 ∀x (SingleTshirt(x) → TypeOfShirt(x))
 ∀x (EveryTshirt(x) → Clothing(x))
","forall x (itemthat(x) implies shirtanarticleofclothing(x))
 forall x (singletshirt(x) implies typeofshirt(x))
 forall x (everytshirt(x) implies clothing(x))
","[@every *x [(itemthat[(?x)]  shirtanarticleofclothing[(?x)])]
 @every *x [(singletshirt[(?x)]  typeofshirt[(?x)])]
 @every *x [(everytshirt[(?x)]  clothing[(?x)])]
]","forall (itemthat(x) -: shirtanarticleofclothing(x))
 forall (singletshirt(x) -: typeofshirt(x))
 forall (everytshirt(x) -: clothing(x))
",-(+I0-+S0)-(+S0-+T0)-(+E0-+C0),"all:x (itemthat(x) :- shirtanarticleofclothing(x))
 all:x (singletshirt(x) :- typeofshirt(x))
 all:x (everytshirt(x) :- clothing(x))
",hypothetical
4c424337-e384-43c6-a130-fcc14a34f3fb,"Everything that is a cloud is also a reptile. Everything that is a cloud is also a fish. Hence, some fish are reptiles.",True,False,"∀x (EverythingThat(x) → CloudAlsoAReptile(x))
 ∀x (EverythingThat(x) → CloudAlsoAFish(x))
 ∀x (HenceSomeFish(x) → Reptile(x))
","forall x (everythingthat(x) implies cloudalsoareptile(x))
 forall x (everythingthat(x) implies cloudalsoafish(x))
 forall x (hencesomefish(x) implies reptile(x))
","[@every *x [(everythingthat[(?x)]  cloudalsoareptile[(?x)])]
 @every *x [(everythingthat[(?x)]  cloudalsoafish[(?x)])]
 @every *x [(hencesomefish[(?x)]  reptile[(?x)])]
]","forall (everythingthat(x) -: cloudalsoareptile(x))
 forall (everythingthat(x) -: cloudalsoafish(x))
 forall (hencesomefish(x) -: reptile(x))
",-(+E0-+C0)-(+E0-+C0)-(+H0-+R0),"all:x (everythingthat(x) :- cloudalsoareptile(x))
 all:x (everythingthat(x) :- cloudalsoafish(x))
 all:x (hencesomefish(x) :- reptile(x))
",categorical
e1d73587-80f8-4605-8498-0ef21fec3ba9,Every single person who is a biologist is a scientist. All people who are physicists are scientists. This leads to the conclusion that all physicists are biologists.,False,False,"∀x (SinglePersonWho(x) → BiologistAScientist(x))
 ∀x (PeopleWho(x) → PhysicistScientist(x))
 ∀x (ThiLeadToTheConclusionThatAllPhysicist(x) → Biologist(x))
","forall x (singlepersonwho(x) implies biologistascientist(x))
 forall x (peoplewho(x) implies physicistscientist(x))
 forall x (thileadtotheconclusionthatallphysicist(x) implies biologist(x))
","[@every *x [(singlepersonwho[(?x)]  biologistascientist[(?x)])]
 @every *x [(peoplewho[(?x)]  physicistscientist[(?x)])]
 @every *x [(thileadtotheconclusionthatallphysicist[(?x)]  biologist[(?x)])]
]","forall (singlepersonwho(x) -: biologistascientist(x))
 forall (peoplewho(x) -: physicistscientist(x))
 forall (thileadtotheconclusionthatallphysicist(x) -: biologist(x))
",-(+S0-+B0)-(+P0-+P0)-(+T0-+B0),"all:x (singlepersonwho(x) :- biologistascientist(x))
 all:x (peoplewho(x) :- physicistscientist(x))
 all:x (thileadtotheconclusionthatallphysicist(x) :- biologist(x))
",categorical
